,Temperature,Humidity,Light,CO2,HumidityRatio
4684,264.79,27.5,0,688,0.004719735
4685,21.42666667,25.73,0,484.6666667,0.004059579
4686,22.2,21.66666667,509,923.6666667,0.003581104
4687,723.39,27.2,0,423.5,0.003782676
4688,22.1,26.64,469,1048.25,0.004381962
4689,20.2,19.03333333,0,452.3333333,0.002778902
4690,20,18.84,0,439.5,0.002716562
4691,906.5,2456.89,0,457,0.003765138
4692,20.79,22.89,0,454.5,0.003469731
4693,20.5,21.2,0,446,0.003155037
4694,19.39,27.39,0,427.6666667,0.003809261
4695,19.5,27.7,0,446,0.003879261
4696,19.6,29.5,0,437,0.004158961
4697,20.2,21,0,441,0.003067455
4698,21.7,23.7,0,771,0.003800801
4699,20.39,18.6,0,432.6666667,0.002747573
4700,19.29,27.7,0,436.5,0.003828582
4701,20.29,26.2,48.5,421.5,0.003853207
4702,21.79,21.445,464.5,890,0.003456229
4703,20.89,23.39,0,448,0.00356797
4704,20.1,33.145,0,449,0.004825133
4705,20.7,20.55,0,459.5,0.003095957
4706,19.65,28.945,0,438.5,0.00409298
4707,20.2,19,0,450,0.002774013
4708,878.1,26.6,464,1073.25,0.004375336
4709,21.15,19.5,0,474,0.003019845
4710,19.365,30.6,24,427,0.004252081
4711,22.03333333,26.23,454,1013.666667,0.004296435
4712,19.68,19.478,24,458,0.002753528
4713,19.73,19.39,0,444,0.002749593
4714,19.29,30.5,24,428,0.004218211
4715,19.39,26.7,0,467,0.003712727
4716,20.15,33,0,444.5,0.004818864
4717,718.1,31.29,0,431,0.004276923
4718,21.5,25.79,0,490,0.004087546
4719,20.26,32.86333333,0,448.3333333,0.004831766
4720,22.1,37.925,429.5,1826,0.006256883
4721,19.29,31.29,0,439.5,0.00432823
4722,20.05,18.84,0,436.5,0.002725024
4723,19.89,26.7,0,438.6666667,0.003830569
4724,1007,18.7,0,434,0.002696288
4725,22.15,20.5,555,790,0.003376868
4726,902.29,27.7,0,437,0.003828582
4727,21.2,25.5,0,467,0.003967171
4728,19.5,26.89,0,464.5,0.003765138
4729,19.39,27,0,462.5,0.003754695
4730,20.7,26.4725,64.25,420.5,0.003993939
4731,20.7,20.65,0,439,0.003111098
4732,21.79,35.6725,464,1477,0.005770507
4733,19.26,31.1,0,442,0.004293679
4734,20.445,18.7,0,434.5,0.00277185
4735,20.29,22.745,0,438,0.003342353
4736,19.5,27.7,0,450.5,0.003879261
4737,22.2,26.6,454.75,1076.5,0.004402265
4738,21,24.84,0,444.5,0.00381639
4739,20.6,6770.29,0,525,0.002887311
4740,21.89,36.645,449.5,1636.5,0.005965993
4741,22,25.538,505.5,942.75,0.004173773
4742,21.1,20.1,0,538,0.003103636
4743,20.1,23.39,0,439,0.003397278
4744,21.55,19.34,560.75,663.75,0.003069662
4745,536.2225,21.025,449.5,793.25,0.003271853
4746,19.29,31.1,0,441,0.004301766
4747,22.6,28.1475,471.5,1105.25,0.004775922
4748,20.5,21.2,0,452,0.003155037
4749,21,20,0,625,0.003069109
4750,879.0333333,19.5,24,438,0.002998177
4751,22.66666667,26.06666667,32.66666667,962.3333333,0.0044384
4752,20.56666667,21.03333333,0,456,0.003143073
4753,518.39,1883.6,0,440,0.004258748
4754,21.32333333,22.53333333,0,664.3333333,0.003529786
4755,20.7225,20.245,14,436.75,0.003054033
4756,21.39,25.7,0,483,0.004045656
4757,21.815,24.9175,497.25,863.5,0.004025682
4758,20.79,19.525,419,564,0.002957229
4759,19.5,26.2,0,471,0.003667954
4760,21.2,32.9,454,1113.75,0.00512792
4761,22.1,6633.496667,499,919.3333333,0.003531142
4762,19.5,26.89,0,459,0.003765138
4763,21.9725,21.315,473,869.75,0.003473866
4764,20.745,31.895,433.5,1136,0.004831855
4765,19.39,26.79,0,471,0.003725317
4766,20.5,19.29,0,492.5,0.002869474
4767,21.745,27.1,0,534.5,0.004361943
4768,20.5,34.9,0,926.5,0.005210986
4769,20.13333333,18.89,0,441.6666667,0.002746481
4770,20.245,32.845,0,461.5,0.004824538
4771,19.29,30.89,36,435.25,0.004272519
4772,20.9725,18.79,183.25,464,0.002877675
4773,20.445,19.15,0,458.5,0.002838856
4774,20.6,26.13333333,112,426,0.003918068
4775,19.39,30.5,26.5,434,0.004244736
4776,21.2,25.39,0,468,0.003949949
4777,19.29,26.79,0,465,0.003702057
4778,21.7675,20.795,485.25,860.75,0.003346278
4779,20.39,21.29,0,448,0.003146948
4780,827.29,31,6,430,0.004287839
4781,21.29,18.525,258.75,461.5,0.002893018
4782,756,24.89,0,438.3333333,0.003824119
4783,19.39,27.1,6,423,0.003768685
4784,20.29,32.9,0,480.5,0.004846247
4785,20.39,18.7,0,429,0.002762411
4786,21,25.39,0,443,0.003901421
4787,21.23,25.63333333,0,471.6666667,0.003995443
4788,22.39,17.39,122.75,441.5,0.002904533
4789,20.39,33,0,533,0.004891455
4790,20.2,18.5,0,436.5,0.002700696
4791,22.29,26.2425,442.5,1051,0.004366714
4792,19.7,28.53333333,0,441.3333333,0.004047019
4793,21.5,34.5,454,1430,0.005480187
4794,20.29,30.34,433,816,0.004466445
4795,20,29.445,405,680.8,0.004256173
4796,20.29,32.9,0,452,0.004846247
4797,19.39,27.1,10,425.5,0.003768685
4798,19.79,19.2,0,438,0.002732733
4799,19.5,30.2675,0,436.5,0.00424128
4800,19.29,27.2,0,464,0.003759056
4801,20.29,33,0,448,0.004861092
4802,21,3927.6,405,567.3333333,0.003624768
4803,20.29,21.29,0,445,0.003127468
4804,21.7,26.79,0,521,0.004299774
4805,21.79,20.2925,486.5,799.5,0.003269508
4806,21.26,23.85666667,423.6666667,641,0.00372375
4807,21.79,21.8175,460,959,0.003516603
4808,21.89,36.8725,456,1662.25,0.006003389
4809,21.7,18.4725,44,442.5,0.002958472
4810,20.89,19.79,0,592,0.003016154
4811,20.245,32.845,0,452,0.004824538
4812,19.7,29.1,0,436,0.004127925
4813,20.1,6923.09,0,449.5,0.004817065
4814,20.5,33.09,0,563,0.004938586
4815,19.89,19,0,442.5,0.00272104
4816,22.175,26.6,442.75,1067.75,0.004395519
4817,20.5,34.4,0,828,0.005135714
4818,21,24.89,0,443,0.003824119
4819,19.89,26.6,0,438,0.003816134
4820,19.89,18.89,0,436,0.002705218
4821,21,32.59,454,1312,0.005016695
4822,20.5,19,0,433,0.00282614
4823,21.945,37.45,444,1757.75,0.006119044
4824,20,,0,451,0.002696288
4825,21.1,33.0225,454,1349.25,0.005115406
4826,21,24.89,0,448,0.003824119
4827,22.1,21.2925,489,889.75,0.003497416
4828,22.1,21.445,475.25,901.75,0.003522607
4829,20.89,23.29,0,443,0.003552629
4830,19.29,27.5,0,432,0.00380077
4831,22.2,27.2,0,577,0.004502283
4832,20.29,8860.045,0,449.5,0.004867773
4833,21.42666667,6918.5,464,1476,0.005295937
4834,20.06666667,18.79,0,438,0.002720579
4835,19.39,27.5,0,429,0.003824654
4836,19.745,19.245,0,445,0.002731494
4837,548.39,28.29333333,536.3333333,1049.666667,0.004739519
4838,660.7,27.39,197.25,424,0.004133283
4839,19.5,27.55,0,446,0.003858124
4840,21.29,32.95,474.5,1131.5,0.00516445
4841,21.16666667,32.79,167,1117.333333,0.005100102
4842,283.29,23,0,435.5,0.003380029
4843,19.39,27.39,0,449,0.003809261
4844,19.89,18.89,0,436,0.002705218
4845,22.675,26.89,665.5,1111.25,0.004581955
4846,614.7,20.39,0,457.5,0.003071733
4847,21.39,18.89,33.5,436.75,0.002968519
4848,22.08,26.18,454,1009.6,0.004300492
4849,19.6,19.5,14,451,0.002742927
4850,20.745,28.1,174.5,427,0.00425301
4851,19.66666667,19.35666667,0,450,0.002734025
4852,22.1,38.8,447,2012.75,0.006402727
4853,20.7,20.6,0,457.6666667,0.003103527
4854,20.39,18.7,0,429,0.002762411
4855,19.2,31.6,0,431,0.004346797
4856,22.29,4079.15,433,967.5,0.004183701
4857,19.745,19.39,0,442,0.002752165
4858,21.15,19.34,31,439.5,0.002994947
4859,20.5,8635.89,0,438,0.002959152
4860,20.445,18.79,0,434,0.00278525
4861,21,20.79,440,759,0.00319096
4862,20.29,33,0,456,0.004861092
4863,22.7,27.075,638,1124.25,0.004620769
4864,22.1,38.95,433,2001,0.006427735
4865,20,25.1,0,440.5,0.003624459
4866,19.29,31.55,0,435,0.004364447
4867,20.5,33.545,0,652,0.00500704
4868,20.6,20.7,0,439,0.00309941
4869,19.39,27.2,0,423,0.003782676
4870,20.63333333,20.63333333,0,438,0.003095765
4871,876.5666667,30.2,0,438,0.004249452
4872,21.1,23.73,419,615,0.003667449
4873,19.79,19.1,0,440,0.002718438
4874,564.89,23.5,0,453,0.003584847
4875,22.2675,25.865,464,784.5,0.004297534
4876,20,19.29,126.3333333,450.6666667,0.002781738
4877,21.5,25.84,0,490,0.004095523
4878,21.2,25.2,0,452.5,0.003920204
4879,19.445,31,0,436.5,0.004329699
4880,19.2,31.6,0,437.5,0.004346797
4881,20.1,26.29,40.5,424,0.003821076
4882,21.29,21,460,797.5,0.003281574
4883,20.29,32.9,0,459.5,0.004846247
4884,19.365,6264.675,81.5,435.75,0.004262574
4885,22.01666667,1767.011667,478.6,864.6,0.003433446
4886,20,3174.79,0,441.6666667,0.003579437
4887,20.29,22.5,0,439.3333333,0.00330616
4888,19.1,31,31,435,0.004237014
4889,22.29,26.16666667,334.3333333,900.3333333,0.004354007
4890,19.29,27.29,0,428,0.00377157
4891,19.5,27.7,0,449,0.003879261
4892,21.1,24.9175,0,442.25,0.003852112
4893,22.1,26.5,464,1063.5,0.004358773
4894,20,8533.5,0,443.5,0.003537326
4895,21.445,4593.745,0,488,0.004066556
4896,21.2,25.29,0,465.6666667,0.003934293
4897,20.29,18.5,0,442,0.002715832
4898,20.05,29.575,405,689.75,0.004288444
4899,19.92666667,25.96333333,0,444.3333333,0.003732774
4900,20.5,26.2,81.66666667,417.6666667,0.003903819
4901,22.16666667,26.85666667,444,1077,0.004435966
4902,21,25,0,442,0.003841124
4903,21.65,2734.9175,497.75,850,0.003341874
4904,19.2,9021.39,0,435,0.004317709
4905,20.7,6689.29,0,1031.5,0.005335658
4906,19.89,26.6,0,439,0.003816134
4907,20.89,24.39,0,440,0.003721425
4908,763.5,27.33,460,1060.666667,0.004607896
4909,21.7,20.89,433,777,0.003347732
4910,518.1,26.6,459,1036.5,0.004375336
4911,20.2,33.09,0,454,0.004847194
4912,22.29,25.89,454,775.5,0.004307653
4913,20.29,33.2,0,451,0.004890785
4914,20.245,18.745,0,433,0.002744279
4915,19.29,26.89,0,467.5,0.003715958
4916,20,24.445,0,445,0.00352934
4917,,17.6,352.25,453,0.003030803
4918,21.89,19.5,534.6666667,688.3333333,0.003160516
4919,21.6,21.0225,499,840,0.003348428
4920,20.29,32.95,0,468,0.004853669
4921,19.6,26.7,0,461,0.003761825
4922,20,5863.89,0,442.6666667,0.002723803
4923,20.1,21,0,446.5,0.003048442
4924,21.745,4492.475,474.5,1453,0.005722362
4925,19.39,26.7,0,470,0.003712727
4926,335.39,3049.466667,478,1458,0.005278649
4927,21.7225,21.8925,444,953.5,0.003514152
4928,20.29,33,0,472,0.004861092
4929,22.29,25.2675,433,976.25,0.004203379
4930,618.245,5184.55,0,440,0.003009811
4931,19.29,30.5,24,429.3333333,0.004218211
4932,20.15,23.29,0,441.5,0.003393215
4933,20.5,33.59,0,671,0.005013811
4934,20.55,21.1,0,460.5,0.00314983
4935,21.025,32.7,454,1315,0.005041568
4936,20.2675,19.2175,400,470.25,0.0028177
4937,20.2,19.2,0,452,0.002803345
4938,21,24.7,0,441.5,0.003794749
4939,21.525,34.475,454,1424.75,0.005484643
4940,20.39,32.9,0,510,0.004876516
4941,20.89,19.7225,433,595.75,0.003005817
4942,19.79,19.29,0,441,0.002745599
4943,20.79,18.84,251.25,458.75,0.002853004
4944,827,18,78.5,445.25,0.002935994
4945,487.445,33.29,0,619,0.004951702
4946,22.9725,16.865,198,445.5,0.002918254
4947,19.6,19.42666667,0,453,0.002732566
4948,19.73,27.96333333,0,439,0.003973097
4949,22.1,17.82333333,89.33333333,441,0.002924906
4950,20.39,33,0,541,0.004891455
4951,21,3604.79,0,472,0.003036726
4952,19.29,26.89,0,466,0.003715958
4953,21.29,33,13,1159,0.005172352
4954,20.2,18.6,0,435,0.002715358
4955,21.89,21.39,454,895.6666667,0.003468552
4956,22.79,17.06666667,164.6666667,444.3333333,0.002920688
4957,20.89,32.25,444,1222.5,0.00493021
4958,913.39,26.29,0,469,0.00365538
4959,20.5,21.39,0,440,0.003183458
4960,19.39,27.39,0,443,0.003809261
4961,21.7,20,377.75,757.75,0.00320437
4962,19.26,31.46333333,0,428.3333333,0.004344191
4963,21.125,33.0425,474.5,1357,0.00512646
4964,20.5,21.1,0,455,0.003140079
4965,20.245,18.745,0,432.5,0.002744279
4966,20.5,33.9,0,740,0.005060459
4967,20.7,22.6,0,456,0.003406491
4968,22.5,17.39,142,445,0.002924112
4969,22,38.56,441,1935.333333,0.006323646
4970,19.34,27.65,0,436,0.00383362
4971,20.1,29.79,405,701,0.004333322
4972,20.26,20.7,0,443,0.003034714
4973,20.34,22.29,0,434,0.003285328
4974,19.29,31.55,0,434,0.004364447
4975,19.6,2208.7,31,417,0.003761825
4976,20.39,22.2,0,433,0.003282168
4977,19.82333333,26.6,0,440.6666667,0.003800294
4978,20,18.84,0,444,0.002716562
4979,22.29,17.675,100,440.5,0.002934369
4980,21.6,26.65,0,517,0.004250892
4981,23.1,16.9725,268.5,449.25,0.0029598
4982,19.5,26.625,0,470.6666667,0.00372781
4983,19.89,18.89,0,440,0.002705218
4984,629.39,26.79,438,1086,0.004485874
4985,19.39,26.7,0,473,0.003712727
4986,19.39,27,0,463,0.003754695
4987,19.35666667,26.79,0,464.6666667,0.003717549
4988,20.7,22.46333333,423.6666667,472.6666667,0.003385779
4989,19.5,30.1,0,440,0.00421765
4990,20.39,18.79,0,431,0.002775765
4991,19.39,27.5,0,437,0.003824654
4992,20.6,6231.445,438,1050.5,0.004720468
4993,21.29,18.6,267,463,0.002904785
4994,20.29,21.29,0,443,0.003127468
4995,20.5,21.15,0,440,0.003147558
4996,19.39,27.6,0,440,0.003838647
4997,19.6,29.29,0,437,0.004129159
4998,19.89,19.05,0,436.5,0.002728232
4999,21.7,20.32,491.5,795.75,0.003255909
5000,20.5,19,0,433,0.00282614
5001,20.39,33,0,487,0.004891455
5002,20.5,34,0,757,0.005075509
5003,20.5,,0,645,0.005000269
5004,20,18.89,0,436,0.002723803
5005,19.4725,30.5,62,423.5,0.00426673
5006,19.6,30.1,0,442,0.004244128
5007,19.5,27.745,0,454,0.003885603
5008,19.7,8224.5,14,454.75,0.002760093
5009,19.7,30.1,178.6666667,425,0.004270752
5010,22.89,26.1,584.5,1000,0.004505145
5011,19.29,31.39,0,434.3333333,0.004342159
5012,719.34,31.1,0,436.5,0.004315274
5013,19.29,27.7,0,435,0.003828582
5014,19.2,9187.39,0,433.5,0.004317709
5015,19.5,27.6,0,451,0.00386517
5016,22.2,27.1,444,1131.25,0.004485611
5017,281.7,21.525,438,883.25,0.003450059
5018,19.84,18.945,0,438,0.002704694
5019,20.5,19.89,0,438.5,0.002959152
5020,20.5,33.09,0,557,0.004938586
5021,20.84,24.245,0,444,0.003687739
5022,745.39,26.2,59,424,0.003877236
5023,19.745,19.39,0,447,0.002752165
5024,19.39,27.6,0,434.3333333,0.003838647
5025,20.7,18.89,611.5,452.25,0.002844726
5026,19.84,26.55,33.5,421.75,0.003797054
5027,20.29,33,0,453,0.004861092
5028,20.2,32.9,0,445,0.004819147
5029,20.39,33,0,520,0.004891455
5030,908.445,26.445,0,470.5,0.003689739
5031,19.1,30.89,24,432.75,0.004221877
5032,20.39,21.29,0,441,0.003146948
5033,21.34,6211,426,675.4,0.003764793
5034,20.7,1886.4725,64.25,420.5,0.003993939
5035,21.2,32.9,454,1113,0.00512792
5036,19.5,30.29,0,437,0.004244454
5037,399,24.89,0,444,0.003824119
5038,19.865,26.525,26.25,420.25,0.003799379
5039,19.29,31.6,0,431,0.004371412
5040,20.6,35.09,0,977,0.005272288
5041,663.89,18.945,0,441,0.002713129
5042,22.6,17.175,142.5,443,0.002905468
5043,21.84,35.9,466.5,1520.5,0.005825583
5044,21.79,20.295,489,801.5,0.003269913
5045,21.1,24.89,0,441,0.003847834
5046,22.29,27.29,0,608,0.00454229
5047,22.5,27.1,478.5,1070.75,0.004568832
5048,353.1333333,27.2,0,584.6666667,0.004483903
5049,781.945,18.7,0,435.5,0.002687076
5050,20.89,7651.2,0,446.5,0.003692263
5051,249.945,24,0,446,0.00367405
5052,22.6,17.2,170,446,0.002909717
5053,19.29,31.39,0,436,0.004342159
5054,20.6,20.89,0,451,0.003128002
5055,19.29,31.245,0,433.5,0.004321962
5056,19.2225,30.575,15,434.25,0.004210788
5057,21.7225,19.1,586,629,0.003063696
5058,20.2,8844.1,0,450,0.002788679
5059,251.745,19.34,0,446,0.002745037
5060,21.5,25.79,0,487,0.004087546
5061,21.29,18.945,33.5,435.75,0.002958921
5062,22.39,17.525,110,442.25,0.002927187
5063,20.39,19.245,0,500.5,0.002843287
5064,662.2,25.5,0,473,0.003967171
5065,20.89,7169.26,439,1204.333333,0.004931751
5066,20.39,19.29,0,484.5,0.002849966
5067,20.39,32.95,0,498.5,0.004883985
5068,980,37.59,0,1755.5,0.006162995
5069,19.39,27.5,0,443,0.003824654
5070,20.35666667,33,0,500.3333333,0.004881315
5071,21.34,24.15,433,695.5,0.003788467
5072,19.39,30.73,0,446.3333333,0.004276965
5073,21.5,26,0,490,0.00412105
5074,19.39,26.7,0,469,0.003712727
5075,20.2,26.16666667,46,420.6666667,0.003826789
5076,19.34,27.4725,0,428,0.003808859
5077,19.23,27.73,0,440.3333333,0.003818366
5078,19.945,18.7,0,441,0.002687076
5079,20.82333333,23.03333333,408.3333333,499,0.003498792
5080,19.625,30.125,54.5,426.25,0.004254325
5081,21.89,37.06,444,1722.666667,0.006034213
5082,20.39,18.7225,0,434.5,0.002765749
5083,20.7,19.5,418.3333333,530.3333333,0.002937022
5084,19.79,19.1,0,442,0.002718438
5085,20.79,31.8925,429,1157.5,0.004844984
5086,20.7,35.59,0,1108,0.005381409
5087,278.5,34.5,0,853,0.005150767
5088,20.55,21,0,454.5,0.003134826
5089,22.39,26.46333333,444,1057.333333,0.004430785
5090,20.2,32.9,0,452.3333333,0.004819147
5091,19.39,31.2,0,433,0.004342836
5092,19.29,30.89,75.5,435,0.004272519
5093,19.2,31.5,0,430,0.004332945
5094,21.445,36.6,0,1453.5,0.005797139
5095,492.1,26.245,461.5,1008,0.004316539
5096,19.65,28.6,0,439.5,0.004043878
5097,20.945,24.79,0,445,0.003795725
5098,20.245,18.55,0,438,0.002715606
5099,19.7,19.39,0,448,0.002744454
5100,19.29,27.5,0,426,0.00380077
5101,20.34,33,0,483.6666667,0.004876252
5102,21,25,0,441,0.003841124
5103,20.5,5247.34,0,431,0.002876947
5104,20.2,18.6,0,435,0.002715358
5105,21.1,19.79,0,513.5,0.003055534
5106,20.84,6644.395,0,446.5,0.003557712
5107,19.5,27,0,460,0.003780633
5108,21.745,27,0,528.5,0.004345735
5109,19.5,26.6,0,471,0.003724289
5110,21.2,25.5,0,467.3333333,0.003967171
5111,22.29,26.1,454.75,843,0.004342837
5112,21.6,21.39,433,847.5,0.003407283
5113,19.79,19.29,0,450,0.002745599
5114,20.85666667,,0,447,0.00370865
5115,20.5,19.2,0,467,0.002856025
5116,20.1,33.09,0,445,0.004817065
5117,20.315,33.345,426,474.25,0.004919969
5118,732.675,26.7675,31,418.75,0.003789112
5119,333.29,30.5,24,431,0.004218211
5120,20.39,18.66666667,0,430,0.002757465
5121,19.65,19.4725,48,452.5,0.0027476
5122,21.29,33.2,500.25,1417.25,0.005203962
5123,19.5,30.1,0,433.5,0.00421765
5124,20.29,18.79,0,433,0.002758593
5125,20.29,19.2,0,451,0.002819058
5126,20.29,33.09,0,454,0.004874453
5127,22,19.7675,570,724.75,0.003225787
5128,20.5,19.15,0,435.5,0.002848553
5129,607.6,17.16666667,139,439.3333333,0.002904052
5130,898.2,23.34,0,433,0.003411131
5131,22.34,26.145,438,1068,0.004363726
5132,20.2,18.5,0,436,0.002700696
5133,19.39,27.2,14,422,0.003782676
5134,20.89,20,0,462,0.003048317
5135,21,25,0,438.5,0.003841124
5136,21.365,18.89,33.5,443.25,0.002963953
5137,20.29,32.9,0,456,0.004846247
5138,19.79,19.29,0,439.5,0.002745599
5139,231.7,19.29,0,448,0.002730238
5140,21,4728.4,446.75,1261,0.004987213
5141,22,38.16333333,444,1868.333333,0.00625794
5142,21.73,20.35666667,474,812.6666667,0.003267833
5143,22.4725,8823.89,708.75,1099,0.004525545
5144,21.5,25.89,0,491,0.0041035
5145,19.29,31.6,0,432,0.004371412
5146,21.89,25.2925,495.5,910.75,0.004105549
5147,19.39,31.29,0,430.6666667,0.004355451
5148,406.5,26.29,0,467.5,0.003680628
5149,19.39,26.7,0,472,0.003712727
5150,19.32333333,31.29,0,436.3333333,0.004337287
5151,20.89,23.5,0,449,0.003584847
5152,20,1681.7,0,451,0.002696288
5153,20.29,18.7,0,437,0.002745321
5154,22.06666667,2855.26,464,1016,0.004310195
5155,19.39,9807.2,0,460,0.003782676
5156,22.05,26.34,450.25,1030.5,0.004318995
5157,20.5,19.34,0,431,0.002876947
5158,19.39,30.6,24,431,0.004258748
5159,21.29,19.525,490.25,652.5,0.003049952
5160,20.39,19.2,0,476,0.002836609
5161,235.5,20.7,0,746,0.003276565
5162,20.2,32.79,0,455,0.004802909
5163,21.15,25.245,0,449.5,0.003915138
5164,20.5,34.9,0,947,0.005210986
5165,22.29,26.025,456,831.25,0.004330271
5166,22.2,27,481.5,1097.75,0.00446894
5167,22.15,26.6,444,1075.75,0.004388782
5168,22.1,26.675,454,1047,0.00438776
5169,20.29,32.93333333,0,477.3333333,0.004851195
5170,20.29,33,0,482,0.004861092
5171,781.1,27.2,0,563,0.004474738
5172,20.89,19.92666667,433,660,0.003037085
5173,22.1,26.39,456.5,1038,0.004340553
5174,22.39,27.29,0,639,0.004570212
5175,21.39,21.2475,449.5,839.5,0.003340985
5176,20,19.2675,133,458.25,0.002778479
5177,19.745,19.34,0,437.5,0.002745037
5178,20.5,33.5,0,634,0.005000269
5179,22.2,21.4,519,903.3333333,0.003536778
5180,20.15,33.045,0,449.5,0.004825486
5181,20.55,20.89,0,431,0.003118323
5182,21.625,19.2225,548.75,649.5,0.003065023
5183,20.7,22.5,0,457,0.003391335
5184,20.2,32.9,0,448,0.004819147
5185,20.6,2119.356667,0,525,0.002897336
5186,19.39,30.525,25.5,427,0.004248239
5187,20.5,33.62666667,0,675.6666667,0.005019328
5188,21.5,33.29,469,1262,0.005286349
5189,20.89,23,0,449,0.003508143
5190,20.29,19.2,0,459.5,0.002819058
5191,797.245,30.55,24,437.5,0.004213265
5192,380.2,31.39,0,428,0.004317709
5193,22.03333333,37.59666667,0,1774,0.006176767
5194,21.29,20.7475,0,570.5,0.003241911
5195,20.1,33.03,0,451.3333333,0.004808263
5196,21.92666667,37.46333333,444,1767,0.006114332
5197,873.4633333,9564.566667,0,438.6666667,0.003202594
5198,19.89,3254.79,0,437,0.003843561
5199,21.7,20.85666667,433,778,0.003342362
5200,21.79,21.65,438,927.25,0.003489454
5201,22.1,38.834,447,1982,0.006408395
5202,19.89,26.1,0,445.5,0.003743971
5203,20.55,19,188.5,458.25,0.002834911
5204,21.1,25,0,439,0.003864945
5205,21.6,26.445,0,508.75,0.004217971
5206,19.89,26.79,0,440,0.003843561
5207,19.65,19.445,0,450.5,0.002743703
5208,20.215,30.2275,419,774.9166667,0.004429034
5209,19.89,,0,437.5,0.002698027
5210,19.26,30.56666667,13,433.3333333,0.004219547
5211,20.5,21.39,0,436,0.003183458
5212,19.7,19.39,0,445,0.002744454
5213,19.79,19,0,443,0.002704143
5214,19.7,3713.533333,96,458,0.002764832
5215,20.1,6799,0,449,0.004803862
5216,,19.245,0,473,0.002843287
5217,21.29,33.145,464,1421.75,0.005195269
5218,22.245,27.245,0,591,0.00452225
5219,19.5,27.6,0,454,0.00386517
5220,20.5,19.79,0,436,0.002944204
5221,20.5,9551.745,0,890.5,0.00518765
5222,22,25.519,505.75,939.375,0.004170647
5223,19.89,18.89,0,443,0.002705218
5224,19.6,26.7675,33.25,422,0.003771393
5225,20.29,33.09,0,453,0.004874453
5226,21.29,6268.975,464,1124.75,0.005168401
5227,19.29,27.5,0,425,0.00380077
5228,21.5,33.3175,474.5,1257,0.005290753
5229,21.63333333,36.93333333,0,1544.333333,0.005918916
5230,23.075,17,260.5,449.75,0.002960117
5231,376.89,26.1,0,443,0.003743971
5232,19.39,7809.7,0,466,0.003712727
5233,499.7,27,0,525,0.004333714
5234,939.39,27.39,0,452.5,0.003809261
5235,19.89,2205.84,290.5,426,0.004284158
5236,20.5,18.745,0,434,0.00278804
5237,19.79,19.29,0,440,0.002745599
5238,21.2,25.2,0,450,0.003920204
5239,20.29,33,0,461.5,0.004861092
5240,21.29,19.1,42.33333333,437.6666667,0.002983245
5241,23.075,16.945,259,443.5,0.002950495
5242,20.7,34.4175,419,568.75,0.005202637
5243,22.39,26.1,28.66666667,928.6666667,0.004369525
5244,19.2,27.65,0,423.5,0.003800128
5245,20.5,33.59,0,673,0.005013811
5246,20.34,18.65,0,433.5,0.002746459
5247,20.39,18.6,0,434,0.002747573
5248,20.29,33.09,0,447.6666667,0.004874453
5249,19.39,30.7,0,439,0.004272761
5250,19.39,31.05,0,437,0.004321812
5251,20,25.7,0,439.5,0.003711616
5252,19.5,26.7,0,466,0.003738374
5253,20.625,28.5,247.25,431.5,0.004281971
5254,1019.5,27.1,478.5,1070.75,0.004568832
5255,22.29,26.2,500,891.25,0.004359593
5256,20.89,23.42666667,0,450,0.003573596
5257,20.2,8416.9,0,449,0.004819147
5258,733.1,21.06666667,0,444.6666667,0.003058167
5259,423.8566667,27.1,0,548.6666667,0.004392012
5260,914.39,19,166.25,455.5,0.002806927
5261,22.5,26.1,31,948.75,0.004399048
5262,,21.675,460,917.25,0.003483859
5263,19.63333333,19.42666667,31,454.3333333,0.002738256
5264,20.9175,19.79,433,650.5,0.003021285
5265,417.89,21.29,461.5,879,0.003452246
5266,20.2,33.06,0,443.3333333,0.004842766
5267,22.125,27.2,0,582,0.00448161
5268,21.15,25.39,0,446,0.003937767
5269,20.39,33,0,521.5,0.004891455
5270,19.29,27.6,0,428.5,0.003814675
5271,20.4175,19.29,411,497,0.002854832
5272,21.55,36.845,0,1512,0.00587431
5273,19.79,8224,0,443,0.002704143
5274,22.39,26.42666667,444,1068.666667,0.004424603
5275,20,18.89,0,437,0.002723803
5276,20.2,32.9,0,444,0.004819147
5277,19.79,27.5,0,443.6666667,0.003921519
5278,19.2,30.79,25,428.3333333,0.004234617
5279,21.79,21.6,460,926.5,0.00348135
5280,746.7,26.79,31,418,0.003798244
5281,19.89,26.6,0,440.5,0.003816134
5282,21.6,21.29,433,831.6666667,0.003391267
5283,19.39,9485.79,0,462,0.003725317
5284,20.29,33,0,453.5,0.004861092
5285,20.39,19.2,0,479,0.002836609
5286,19.39,27.2,0,422,0.003782676
5287,21.63333333,20.96333333,433,801,0.003345806
5288,19.79,19,0,443,0.002704143
5289,21.39,33.3725,464,1458,0.00526367
5290,20.2,2851.6,0,432,0.002715358
5291,20.5,7783,0,434.5,0.00282614
5292,21,25,0,442.3333333,0.003841124
5293,20.5,26.29,65.8,422,0.003917314
5294,22.55,17.6,354.25,450.5,0.002968638
5295,19.39,2054.6,0,434,0.003838647
5296,20.945,23.39,399.5,531.25,0.00358013
5297,20.245,32.95,0,465.5,0.004840081
5298,20.15,33,0,444,0.004818864
5299,19.29,30.6,19,429.5,0.004232135
